id,name,avatar,details_path,types,total,hp,attack,defense,sp_attack,sp_defense,speed,entry
110,Weezing,https://img.pokemondb.net/sprites/scarlet-violet/icon/weezing.png,/pokedex/weezing,['Poison'],490,65,90,120,85,70,60,
110,Galarian Weezing,https://img.pokemondb.net/sprites/scarlet-violet/icon/weezing-galarian.png,/pokedex/weezing,"['Poison', 'Fairy']",490,65,90,120,85,70,60,
111,Rhyhorn,https://img.pokemondb.net/sprites/scarlet-violet/icon/rhyhorn.png,/pokedex/rhyhorn,"['Ground', 'Rock']",345,80,85,95,30,30,25,Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.
112,Rhydon,https://img.pokemondb.net/sprites/scarlet-violet/icon/rhydon.png,/pokedex/rhydon,"['Ground', 'Rock']",485,105,130,120,45,45,40,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees."
113,Chansey,https://img.pokemondb.net/sprites/scarlet-violet/icon/chansey.png,/pokedex/chansey,['Normal'],450,250,5,5,35,105,50,A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.
114,Tangela,https://img.pokemondb.net/sprites/scarlet-violet/icon/tangela.png,/pokedex/tangela,['Grass'],435,65,55,115,100,40,60,The whole body is swathed with wide vines that are similar to seaweed. Its vines shake as it walks.
115,Kangaskhan,https://img.pokemondb.net/sprites/scarlet-violet/icon/kangaskhan.png,/pokedex/kangaskhan,['Normal'],490,105,95,80,40,80,90,105
115,Mega Kangaskhan,https://img.pokemondb.net/sprites/scarlet-violet/icon/kangaskhan-mega.png,/pokedex/kangaskhan,['Normal'],590,105,125,100,60,100,100,105
116,Horsea,https://img.pokemondb.net/sprites/scarlet-violet/icon/horsea.png,/pokedex/horsea,['Water'],295,30,40,70,70,25,60,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.
117,Seadra,https://img.pokemondb.net/sprites/scarlet-violet/icon/seadra.png,/pokedex/seadra,['Water'],440,55,65,95,95,45,85,Capable of swimming backwards by rapidly flapping its wing-like pectoral fins and stout tail.
118,Goldeen,https://img.pokemondb.net/sprites/scarlet-violet/icon/goldeen.png,/pokedex/goldeen,['Water'],320,45,67,60,35,50,63,
119,Seaking,https://img.pokemondb.net/sprites/scarlet-violet/icon/seaking.png,/pokedex/seaking,['Water'],450,80,92,65,65,80,68,
120,Staryu,https://img.pokemondb.net/sprites/scarlet-violet/icon/staryu.png,/pokedex/staryu,['Water'],340,30,45,55,70,55,85,An enigmatic POKéMON that can effortlessly regenerate any appendage it loses in battle.
121,Starmie,https://img.pokemondb.net/sprites/scarlet-violet/icon/starmie.png,/pokedex/starmie,"['Water', 'Psychic']",520,60,75,85,100,85,115,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.
122,Mr. Mime,https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-mime.png,/pokedex/mr-mime,"['Psychic', 'Fairy']",460,40,45,65,100,120,90,
122,Galarian Mr. Mime,https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-mime-galarian.png,/pokedex/mr-mime,"['Ice', 'Psychic']",460,50,65,65,90,90,100,
123,Scyther,https://img.pokemondb.net/sprites/scarlet-violet/icon/scyther.png,/pokedex/scyther,"['Bug', 'Flying']",500,70,110,80,55,80,105,"With ninja-like agility and speed, it can create the illusion that there is more than one."
124,Jynx,https://img.pokemondb.net/sprites/scarlet-violet/icon/jynx.png,/pokedex/jynx,"['Ice', 'Psychic']",455,65,50,35,115,95,95,
125,Electabuzz,https://img.pokemondb.net/sprites/scarlet-violet/icon/electabuzz.png,/pokedex/electabuzz,['Electric'],490,65,83,57,95,85,105,"Normally found near power plants, they can wander away and cause major blackouts in cities."
126,Magmar,https://img.pokemondb.net/sprites/scarlet-violet/icon/magmar.png,/pokedex/magmar,['Fire'],495,65,95,57,100,85,93,Its body always burns with an orange glow that enables it to hide perfectly among flames.
127,Pinsir,https://img.pokemondb.net/sprites/scarlet-violet/icon/pinsir.png,/pokedex/pinsir,['Bug'],500,65,125,100,55,70,85,65
127,Mega Pinsir,https://img.pokemondb.net/sprites/scarlet-violet/icon/pinsir-mega.png,/pokedex/pinsir,"['Bug', 'Flying']",600,65,155,120,65,90,105,65
128,Tauros,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros.png,/pokedex/tauros,['Normal'],490,75,100,95,40,70,110,75
128,Combat Breed,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean-combat.png,/pokedex/tauros,['Fighting'],490,75,110,105,30,70,100,75
128,Blaze Breed,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean-blaze.png,/pokedex/tauros,"['Fighting', 'Fire']",490,75,110,105,30,70,100,75
128,Aqua Breed,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean-aqua.png,/pokedex/tauros,"['Fighting', 'Water']",490,75,110,105,30,70,100,75
129,Magikarp,https://img.pokemondb.net/sprites/scarlet-violet/icon/magikarp.png,/pokedex/magikarp,['Water'],200,20,10,55,15,20,80,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
130,Gyarados,https://img.pokemondb.net/sprites/scarlet-violet/icon/gyarados.png,/pokedex/gyarados,"['Water', 'Flying']",540,95,125,79,60,100,81,95
130,Mega Gyarados,https://img.pokemondb.net/sprites/scarlet-violet/icon/gyarados-mega.png,/pokedex/gyarados,"['Water', 'Dark']",640,95,155,109,70,130,81,95
131,Lapras,https://img.pokemondb.net/sprites/scarlet-violet/icon/lapras.png,/pokedex/lapras,"['Water', 'Ice']",535,130,85,80,85,95,60,
132,Ditto,https://img.pokemondb.net/sprites/scarlet-violet/icon/ditto.png,/pokedex/ditto,['Normal'],288,48,48,48,48,48,48,Capable of copying an enemy’s genetic code to instantly transform itself into a duplicate of the enemy.
133,Eevee,https://img.pokemondb.net/sprites/scarlet-violet/icon/eevee.png,/pokedex/eevee,['Normal'],325,55,55,50,45,65,55,65
133,Partner Eevee,https://img.pokemondb.net/sprites/scarlet-violet/icon/eevee-lets-go.png,/pokedex/eevee,['Normal'],435,65,75,70,65,85,75,65
134,Vaporeon,https://img.pokemondb.net/sprites/scarlet-violet/icon/vaporeon.png,/pokedex/vaporeon,['Water'],525,130,65,60,110,95,65,
135,Jolteon,https://img.pokemondb.net/sprites/scarlet-violet/icon/jolteon.png,/pokedex/jolteon,['Electric'],525,65,65,60,110,95,130,
136,Flareon,https://img.pokemondb.net/sprites/scarlet-violet/icon/flareon.png,/pokedex/flareon,['Fire'],525,65,130,60,95,110,65,
137,Porygon,https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon.png,/pokedex/porygon,['Normal'],395,65,60,70,85,75,40,A POKéMON that consists entirely of programming code. Capable of moving freely in cyberspace.
138,Omanyte,https://img.pokemondb.net/sprites/scarlet-violet/icon/omanyte.png,/pokedex/omanyte,"['Rock', 'Water']",355,35,40,100,90,55,35,"Although long extinct, in rare cases, it can be genetically resurrected from fossils."
139,Omastar,https://img.pokemondb.net/sprites/scarlet-violet/icon/omastar.png,/pokedex/omastar,"['Rock', 'Water']",495,70,60,125,115,70,55,A prehistoric POKéMON that died out when its heavy shell made it impossible to catch prey.
140,Kabuto,https://img.pokemondb.net/sprites/scarlet-violet/icon/kabuto.png,/pokedex/kabuto,"['Rock', 'Water']",355,30,80,90,55,45,55,A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.
141,Kabutops,https://img.pokemondb.net/sprites/scarlet-violet/icon/kabutops.png,/pokedex/kabutops,"['Rock', 'Water']",495,60,115,105,65,70,80,Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids.
142,Aerodactyl,https://img.pokemondb.net/sprites/scarlet-violet/icon/aerodactyl.png,/pokedex/aerodactyl,"['Rock', 'Flying']",515,80,105,65,60,75,130,80
142,Mega Aerodactyl,https://img.pokemondb.net/sprites/scarlet-violet/icon/aerodactyl-mega.png,/pokedex/aerodactyl,"['Rock', 'Flying']",615,80,135,85,70,95,150,80
143,Snorlax,https://img.pokemondb.net/sprites/scarlet-violet/icon/snorlax.png,/pokedex/snorlax,['Normal'],540,160,110,65,65,110,30,
144,Articuno,https://img.pokemondb.net/sprites/scarlet-violet/icon/articuno.png,/pokedex/articuno,"['Ice', 'Flying']",580,90,85,100,95,125,85,90
144,Galarian Articuno,https://img.pokemondb.net/sprites/scarlet-violet/icon/articuno-galarian.png,/pokedex/articuno,"['Psychic', 'Flying']",580,90,85,85,125,100,95,90
145,Zapdos,https://img.pokemondb.net/sprites/scarlet-violet/icon/zapdos.png,/pokedex/zapdos,"['Electric', 'Flying']",580,90,90,85,125,90,100,90
145,Galarian Zapdos,https://img.pokemondb.net/sprites/scarlet-violet/icon/zapdos-galarian.png,/pokedex/zapdos,"['Fighting', 'Flying']",580,90,125,90,85,90,100,90
146,Moltres,https://img.pokemondb.net/sprites/scarlet-violet/icon/moltres.png,/pokedex/moltres,"['Fire', 'Flying']",580,90,100,90,125,85,90,90
146,Galarian Moltres,https://img.pokemondb.net/sprites/scarlet-violet/icon/moltres-galarian.png,/pokedex/moltres,"['Dark', 'Flying']",580,90,85,90,100,125,90,90
147,Dratini,https://img.pokemondb.net/sprites/scarlet-violet/icon/dratini.png,/pokedex/dratini,['Dragon'],300,41,64,45,50,50,50,Long considered a mythical POKéMON until recently when a small colony was found living underwater.
148,Dragonair,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragonair.png,/pokedex/dragonair,['Dragon'],420,61,84,65,70,70,70,A mystical POKéMON that exudes a gentle aura. Has the ability to change climate conditions.
149,Dragonite,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragonite.png,/pokedex/dragonite,"['Dragon', 'Flying']",600,91,134,95,100,100,80,An extremely rarely seen marine POKéMON. Its intelligence is said to match that of humans.
150,Mewtwo,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo.png,/pokedex/mewtwo,['Psychic'],680,106,110,90,154,90,130,106
150,Mega Mewtwo X,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-x.png,/pokedex/mewtwo,"['Psychic', 'Fighting']",780,106,190,100,154,100,130,106
150,Mega Mewtwo Y,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-y.png,/pokedex/mewtwo,['Psychic'],780,106,150,70,194,120,140,106
151,Mew,https://img.pokemondb.net/sprites/scarlet-violet/icon/mew.png,/pokedex/mew,['Psychic'],600,100,100,100,100,100,100,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.
152,Chikorita,https://img.pokemondb.net/sprites/scarlet-violet/icon/chikorita.png,/pokedex/chikorita,['Grass'],318,45,49,65,49,65,45,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun’s rays.
153,Bayleef,https://img.pokemondb.net/sprites/scarlet-violet/icon/bayleef.png,/pokedex/bayleef,['Grass'],405,60,62,80,63,80,60,"The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight."
154,Meganium,https://img.pokemondb.net/sprites/scarlet-violet/icon/meganium.png,/pokedex/meganium,['Grass'],525,80,82,100,83,100,80,The aroma that rises from its petals contains a substance that calms aggressive feelings.
155,Cyndaquil,https://img.pokemondb.net/sprites/scarlet-violet/icon/cyndaquil.png,/pokedex/cyndaquil,['Fire'],309,39,52,43,60,50,65,
156,Quilava,https://img.pokemondb.net/sprites/scarlet-violet/icon/quilava.png,/pokedex/quilava,['Fire'],405,58,64,58,80,65,80,
157,Typhlosion,https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion.png,/pokedex/typhlosion,['Fire'],534,78,84,78,109,85,100,
157,Hisuian Typhlosion,https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion-hisuian.png,/pokedex/typhlosion,"['Fire', 'Ghost']",534,73,84,78,119,85,95,
158,Totodile,https://img.pokemondb.net/sprites/scarlet-violet/icon/totodile.png,/pokedex/totodile,['Water'],314,50,65,64,44,48,43,Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful.
159,Croconaw,https://img.pokemondb.net/sprites/scarlet-violet/icon/croconaw.png,/pokedex/croconaw,['Water'],405,65,80,80,59,63,58,"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth."
160,Feraligatr,https://img.pokemondb.net/sprites/scarlet-violet/icon/feraligatr.png,/pokedex/feraligatr,['Water'],530,85,105,100,79,83,78,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up."
161,Sentret,https://img.pokemondb.net/sprites/scarlet-violet/icon/sentret.png,/pokedex/sentret,['Normal'],215,35,46,34,35,45,20,"A very cautious POKéMON, it raises itself up using its tail to get a better view of its surroundings."
162,Furret,https://img.pokemondb.net/sprites/scarlet-violet/icon/furret.png,/pokedex/furret,['Normal'],415,85,76,64,45,55,90,It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter.
163,Hoothoot,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoothoot.png,/pokedex/hoothoot,"['Normal', 'Flying']",262,60,30,30,36,56,50,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen."
164,Noctowl,https://img.pokemondb.net/sprites/scarlet-violet/icon/noctowl.png,/pokedex/noctowl,"['Normal', 'Flying']",452,100,50,50,86,96,70,Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.
165,Ledyba,https://img.pokemondb.net/sprites/scarlet-violet/icon/ledyba.png,/pokedex/ledyba,"['Bug', 'Flying']",265,40,20,30,40,80,55,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.
166,Ledian,https://img.pokemondb.net/sprites/scarlet-violet/icon/ledian.png,/pokedex/ledian,"['Bug', 'Flying']",390,55,35,50,55,110,85,"When the stars flicker in the night sky, it flutters about, scattering a glowing powder."
167,Spinarak,https://img.pokemondb.net/sprites/scarlet-violet/icon/spinarak.png,/pokedex/spinarak,"['Bug', 'Poison']",250,40,60,40,40,40,30,"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close."
168,Ariados,https://img.pokemondb.net/sprites/scarlet-violet/icon/ariados.png,/pokedex/ariados,"['Bug', 'Poison']",400,70,90,70,60,70,40,It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.
169,Crobat,https://img.pokemondb.net/sprites/scarlet-violet/icon/crobat.png,/pokedex/crobat,"['Poison', 'Flying']",535,85,90,80,70,80,130,It flies so silently through the dark on its four wings that it may not be noticed even when nearby.
170,Chinchou,https://img.pokemondb.net/sprites/scarlet-violet/icon/chinchou.png,/pokedex/chinchou,"['Water', 'Electric']",330,75,38,38,56,56,67,
171,Lanturn,https://img.pokemondb.net/sprites/scarlet-violet/icon/lanturn.png,/pokedex/lanturn,"['Water', 'Electric']",460,125,58,58,76,76,67,
172,Pichu,https://img.pokemondb.net/sprites/scarlet-violet/icon/pichu.png,/pokedex/pichu,['Electric'],205,20,40,15,35,35,60,
173,Cleffa,https://img.pokemondb.net/sprites/scarlet-violet/icon/cleffa.png,/pokedex/cleffa,['Fairy'],218,50,25,28,45,55,15,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor."
174,Igglybuff,https://img.pokemondb.net/sprites/scarlet-violet/icon/igglybuff.png,/pokedex/igglybuff,"['Normal', 'Fairy']",210,90,30,15,40,20,15,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop."
175,Togepi,https://img.pokemondb.net/sprites/scarlet-violet/icon/togepi.png,/pokedex/togepi,['Fairy'],245,35,20,65,40,65,20,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.
176,Togetic,https://img.pokemondb.net/sprites/scarlet-violet/icon/togetic.png,/pokedex/togetic,"['Fairy', 'Flying']",405,55,40,85,80,105,40,"They say that it will appear before kindhearted, caring people and shower them with happiness."
177,Natu,https://img.pokemondb.net/sprites/scarlet-violet/icon/natu.png,/pokedex/natu,"['Psychic', 'Flying']",320,40,50,45,70,45,70,"Because its wings aren’t yet fully grown, it has to hop to get around. It is always staring at something."
178,Xatu,https://img.pokemondb.net/sprites/scarlet-violet/icon/xatu.png,/pokedex/xatu,"['Psychic', 'Flying']",470,65,75,70,95,70,95,They say that it stays still and quiet because it is seeing both the past and future at the same time.
179,Mareep,https://img.pokemondb.net/sprites/scarlet-violet/icon/mareep.png,/pokedex/mareep,['Electric'],280,55,40,40,65,45,35,"If static electricity builds in its body, its fleece doubles in volume. Touching it will shock you."
180,Flaaffy,https://img.pokemondb.net/sprites/scarlet-violet/icon/flaaffy.png,/pokedex/flaaffy,['Electric'],365,70,55,55,80,60,45,"As a result of storing too much electricity, it developed patches where even downy wool won’t grow."
181,Ampharos,https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos.png,/pokedex/ampharos,['Electric'],510,90,75,85,115,90,55,90
181,Mega Ampharos,https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos-mega.png,/pokedex/ampharos,"['Electric', 'Dragon']",610,90,95,105,165,110,45,90
182,Bellossom,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellossom.png,/pokedex/bellossom,['Grass'],490,75,80,95,90,100,50,BELLOSSOM gather at times and appear to dance. They say that the dance is a ritual to summon the sun.
183,Marill,https://img.pokemondb.net/sprites/scarlet-violet/icon/marill.png,/pokedex/marill,"['Water', 'Fairy']",250,70,20,50,20,50,40,
184,Azumarill,https://img.pokemondb.net/sprites/scarlet-violet/icon/azumarill.png,/pokedex/azumarill,"['Water', 'Fairy']",420,100,50,80,60,80,50,
185,Sudowoodo,https://img.pokemondb.net/sprites/scarlet-violet/icon/sudowoodo.png,/pokedex/sudowoodo,['Rock'],410,70,100,115,30,65,30,"Although it always pretends to be a tree, its composition appears to be closer to a rock than a plant."
186,Politoed,https://img.pokemondb.net/sprites/scarlet-violet/icon/politoed.png,/pokedex/politoed,['Water'],500,90,75,75,90,100,70,
187,Hoppip,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoppip.png,/pokedex/hoppip,"['Grass', 'Flying']",250,35,35,40,35,55,50,"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though."
188,Skiploom,https://img.pokemondb.net/sprites/scarlet-violet/icon/skiploom.png,/pokedex/skiploom,"['Grass', 'Flying']",340,55,45,50,45,65,80,The bloom on top of its head opens and closes as the temperature fluctuates up and down.
189,Jumpluff,https://img.pokemondb.net/sprites/scarlet-violet/icon/jumpluff.png,/pokedex/jumpluff,"['Grass', 'Flying']",460,75,55,70,55,95,110,"Once it catches the wind, it deftly controls its cotton-puff spores to float, even around the world."
190,Aipom,https://img.pokemondb.net/sprites/scarlet-violet/icon/aipom.png,/pokedex/aipom,['Normal'],360,55,70,55,40,55,85,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.
191,Sunkern,https://img.pokemondb.net/sprites/scarlet-violet/icon/sunkern.png,/pokedex/sunkern,['Grass'],180,30,30,30,30,30,30,"It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves."
192,Sunflora,https://img.pokemondb.net/sprites/scarlet-violet/icon/sunflora.png,/pokedex/sunflora,['Grass'],425,75,75,55,105,85,30,"It converts sunlight into energy. In the darkness after sunset, it closes its petals and becomes still."
193,Yanma,https://img.pokemondb.net/sprites/scarlet-violet/icon/yanma.png,/pokedex/yanma,"['Bug', 'Flying']",390,65,65,45,75,45,95,"If it flaps its wings really fast, it can generate shock waves that will shatter windows in the area."
194,Wooper,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper.png,/pokedex/wooper,"['Water', 'Ground']",210,55,45,45,25,25,15,
194,Paldean Wooper,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper-paldean.png,/pokedex/wooper,"['Poison', 'Ground']",210,55,45,45,25,25,15,
195,Quagsire,https://img.pokemondb.net/sprites/scarlet-violet/icon/quagsire.png,/pokedex/quagsire,"['Water', 'Ground']",430,95,85,85,65,65,35,
196,Espeon,https://img.pokemondb.net/sprites/scarlet-violet/icon/espeon.png,/pokedex/espeon,['Psychic'],525,65,65,60,130,95,110,It uses the fine hair that covers its body to sense air currents and predict its enemy’s actions.
197,Umbreon,https://img.pokemondb.net/sprites/scarlet-violet/icon/umbreon.png,/pokedex/umbreon,['Dark'],525,95,65,110,60,130,65,"When agitated, this POKéMON protects itself by spraying poisonous sweat from its pores."
198,Murkrow,https://img.pokemondb.net/sprites/scarlet-violet/icon/murkrow.png,/pokedex/murkrow,"['Dark', 'Flying']",405,60,85,42,85,42,91,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night."
199,Slowking,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking.png,/pokedex/slowking,"['Water', 'Psychic']",490,95,75,80,100,110,30,95
199,Galarian Slowking,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking-galarian.png,/pokedex/slowking,"['Poison', 'Psychic']",490,95,65,80,110,110,30,95
200,Misdreavus,https://img.pokemondb.net/sprites/scarlet-violet/icon/misdreavus.png,/pokedex/misdreavus,['Ghost'],435,60,60,60,85,85,85,It likes playing mischievous tricks such as screaming and wailing to startle people at night.
201,Unown,https://img.pokemondb.net/sprites/scarlet-violet/icon/unown.png,/pokedex/unown,['Psychic'],336,48,72,48,72,48,48,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
202,Wobbuffet,https://img.pokemondb.net/sprites/scarlet-violet/icon/wobbuffet.png,/pokedex/wobbuffet,['Psychic'],405,190,33,58,33,58,33,"It hates light and shock. If attacked, it inflates its body to pump up its counterstrike."
203,Girafarig,https://img.pokemondb.net/sprites/scarlet-violet/icon/girafarig.png,/pokedex/girafarig,"['Normal', 'Psychic']",455,70,80,65,90,65,85,
204,Pineco,https://img.pokemondb.net/sprites/scarlet-violet/icon/pineco.png,/pokedex/pineco,['Bug'],290,50,65,90,35,35,15,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn’t bother it.
205,Forretress,https://img.pokemondb.net/sprites/scarlet-violet/icon/forretress.png,/pokedex/forretress,"['Bug', 'Steel']",465,75,90,140,60,60,40,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.
206,Dunsparce,https://img.pokemondb.net/sprites/scarlet-violet/icon/dunsparce.png,/pokedex/dunsparce,['Normal'],415,100,70,70,65,65,45,"When spotted, this POKéMON escapes backward by furiously boring into the ground with its tail."
207,Gligar,https://img.pokemondb.net/sprites/scarlet-violet/icon/gligar.png,/pokedex/gligar,"['Ground', 'Flying']",430,65,75,105,35,65,85,It flies straight at its target’s face then clamps down on the startled victim to inject poison.
208,Steelix,https://img.pokemondb.net/sprites/scarlet-violet/icon/steelix.png,/pokedex/steelix,"['Steel', 'Ground']",510,75,85,200,55,65,30,75
208,Mega Steelix,https://img.pokemondb.net/sprites/scarlet-violet/icon/steelix-mega.png,/pokedex/steelix,"['Steel', 'Ground']",610,75,125,230,55,95,30,75
209,Snubbull,https://img.pokemondb.net/sprites/scarlet-violet/icon/snubbull.png,/pokedex/snubbull,['Fairy'],300,60,80,50,40,40,30,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women."
210,Granbull,https://img.pokemondb.net/sprites/scarlet-violet/icon/granbull.png,/pokedex/granbull,['Fairy'],450,90,120,75,60,60,45,"It is actually timid and easily spooked. If attacked, it flails about to fend off its attacker."
211,Qwilfish,https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish.png,/pokedex/qwilfish,"['Water', 'Poison']",440,65,95,85,55,55,85,65
211,Hisuian Qwilfish,https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish-hisuian.png,/pokedex/qwilfish,"['Dark', 'Poison']",440,65,95,85,55,55,85,65
212,Scizor,https://img.pokemondb.net/sprites/scarlet-violet/icon/scizor.png,/pokedex/scizor,"['Bug', 'Steel']",500,70,130,100,55,80,65,70
212,Mega Scizor,https://img.pokemondb.net/sprites/scarlet-violet/icon/scizor-mega.png,/pokedex/scizor,"['Bug', 'Steel']",600,70,150,140,65,100,75,70
213,Shuckle,https://img.pokemondb.net/sprites/scarlet-violet/icon/shuckle.png,/pokedex/shuckle,"['Bug', 'Rock']",505,20,10,230,10,230,5,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.
214,Heracross,https://img.pokemondb.net/sprites/scarlet-violet/icon/heracross.png,/pokedex/heracross,"['Bug', 'Fighting']",500,80,125,75,40,95,85,80
214,Mega Heracross,https://img.pokemondb.net/sprites/scarlet-violet/icon/heracross-mega.png,/pokedex/heracross,"['Bug', 'Fighting']",600,80,185,115,40,105,75,80
215,Sneasel,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel.png,/pokedex/sneasel,"['Dark', 'Ice']",430,55,95,55,35,75,115,55
215,Hisuian Sneasel,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel-hisuian.png,/pokedex/sneasel,"['Fighting', 'Poison']",430,55,95,55,35,75,115,55
216,Teddiursa,https://img.pokemondb.net/sprites/scarlet-violet/icon/teddiursa.png,/pokedex/teddiursa,['Normal'],330,60,80,50,50,50,40,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey."
217,Ursaring,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaring.png,/pokedex/ursaring,['Normal'],500,90,130,75,75,75,55,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES."
218,Slugma,https://img.pokemondb.net/sprites/scarlet-violet/icon/slugma.png,/pokedex/slugma,['Fire'],250,40,40,40,70,40,20,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden."
219,Magcargo,https://img.pokemondb.net/sprites/scarlet-violet/icon/magcargo.png,/pokedex/magcargo,"['Fire', 'Rock']",430,60,50,120,90,80,30,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.
220,Swinub,https://img.pokemondb.net/sprites/scarlet-violet/icon/swinub.png,/pokedex/swinub,"['Ice', 'Ground']",250,50,50,40,30,30,50,
221,Piloswine,https://img.pokemondb.net/sprites/scarlet-violet/icon/piloswine.png,/pokedex/piloswine,"['Ice', 'Ground']",450,100,100,80,60,60,50,
222,Corsola,https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola.png,/pokedex/corsola,"['Water', 'Rock']",410,65,55,95,65,95,35,60
222,Galarian Corsola,https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola-galarian.png,/pokedex/corsola,['Ghost'],410,60,55,100,65,100,30,60
223,Remoraid,https://img.pokemondb.net/sprites/scarlet-violet/icon/remoraid.png,/pokedex/remoraid,['Water'],300,35,65,35,65,35,65,It has superb accuracy. The water it shoots out can strike even moving prey from more than 300 feet.
224,Octillery,https://img.pokemondb.net/sprites/scarlet-violet/icon/octillery.png,/pokedex/octillery,['Water'],480,75,105,75,105,75,45,It traps enemies with its suction-cupped tentacles then smashes them with its rock-hard head.
225,Delibird,https://img.pokemondb.net/sprites/scarlet-violet/icon/delibird.png,/pokedex/delibird,"['Ice', 'Flying']",330,45,55,45,65,45,75,It carries food all day long. There are tales about lost people who were saved by the food it had.
226,Mantine,https://img.pokemondb.net/sprites/scarlet-violet/icon/mantine.png,/pokedex/mantine,"['Water', 'Flying']",485,85,40,70,80,140,70,
227,Skarmory,https://img.pokemondb.net/sprites/scarlet-violet/icon/skarmory.png,/pokedex/skarmory,"['Steel', 'Flying']",465,65,80,140,40,70,70,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky."
228,Houndour,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndour.png,/pokedex/houndour,"['Dark', 'Fire']",330,45,60,30,80,50,65,
229,Houndoom,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndoom.png,/pokedex/houndoom,"['Dark', 'Fire']",500,75,90,50,110,80,95,
229,Mega Houndoom,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndoom-mega.png,/pokedex/houndoom,"['Dark', 'Fire']",600,75,90,90,140,90,115,
